,nickname,text,score,like,dislike,time,watch_movie
299,바다때문야(ldkl****),이거 누가 잼있다고 했냐? 맘마미아 안봤냐?? 진짜 개연성 없게 잼없게 만들었고만 ㅡㅡ;;,1,28,8,2017-01-25 00:35:00,0
300,mkj1****,호불호가 갈리네요. 맘마미아 같은 영환줄 알았는데 스토리가 지루하네요...나만 재미 없나?,1,28,8,2017-01-02 22:03:00,0
301,물결처럼(pjm9****),"에이~극찬 받을만큼 잘 만든건 아니네, 보실분은 겉멋들린후기 같은거 읽지 마시고 스스로 느끼보세요~",6,29,9,2016-12-10 03:46:00,0
302,pkju****,"인생영화가 아니라 인생 최악의 영화. 영상미는 좋았지만 싸우는 장면 빼곤 지루하기 짝이 없음. 결말도 너무나 어이없었음. 평점,후기 보고 기대했는데 어떻게 내 생각과 이렇게 반대일 수 있는지.. 시간,돈이 아까웠다",1,30,10,2016-12-25 19:09:00,0
303,away****,영상미 음악성있는건 알겠는데 너무 루즈해서 관객들중 반정도는 졸고있음..,1,30,10,2016-12-17 23:16:00,0
304,BbTree(qkrr****),"'난 뮤지컬영화야!' 라며 중구난방으로 막 튀어나오는 의미 없는 노래들 듣기 싫다. 분위기, 상황에 마춰서 나와줘야 돼지 멱따는 소리라도 들을수 있는데 노래가 좋던 잘부르던 상황에 맞지 않으니 듣기 싫...",1,31,11,2017-07-07 08:34:00,0
305,앤셜리(jins****),솔직히 그닥이었음 내용도 그닥남이하면 불륜 내가하면 사랑? 이것도 싫고그럼 잘되던지 뒤에가서 현실적인건 뭔 조합인지뮤지컬영화 좋아했지만 이건 아닌데 의외의평들이 많아서 다소 놀랍지만 어쨌든 난 별로,1,32,12,2016-12-12 14:29:00,0
306,chae(chae****),"내 인생 손꼽히는 돈아까운 영화... 개연성도 없고, 진부하기 짝이 없고, 게다가 노래랑 춤도 별로라니;",1,42,22,2017-01-31 10:44:00,관람객
307,전호석(luck****),"미술 좋구요, 메시지 좋아요, 다만 스토리, 연출, 뮤지컬 부분이 그렇게 뛰어나지는 않습니다.",8,62,42,2016-12-07 18:05:00,0
308,Nexen Heroes(chak****),감점요인이 없어서 꽉찬 10점 드립니다 세번봤다 진짜 내 인생영화...,10,21,2,2017-10-08 00:16:00,0
309,IKONIC(us03****),나도자고 옆사람도자고 내친구도자고 친구옆사람도잤음,1,23,4,2017-03-13 21:30:00,0
310,Goldmedal(lhou****),특별한 사건없이 인생 편안하게 사는 인간들이 있어보이고 싶어서 극찬하는 최악의 영화 내가 웬만한 뮤지컬 영화는 단한번도 실망한 적이 없는데 와 뮤지컬 영화도 지루할 수도 있구나를 느낌 이 영화 왜 인기 있는지 정말 ...,1,24,5,2017-12-27 20:27:00,0
311,Barbie(olee****),진짜 영화보다 존적 처음.. 하품나오는데 돈아까워사 끝까지봤다..근데 끝까지노잼. 평점왜이리높은지 이해불가.. 노잼 보지마요 돈아까움. 밑에어떤분이 말한것처럼 스쳐지나간 인연을 꿈처럼 그려놓은영화 남주만 불쌍,1,24,5,2017-01-01 15:43:00,0
312,gywjd(klee****),1점도 아깝다 시작부터 몰입이 전혀 안됨 정말 중간에 너무나가고 싶었다. 이미 예정된 노래를 장면 중간중간 억지로 끼워 넣은 느낌. 인생 최악의 영화다 도저히 어느 부분에서 감동을 느끼고 놀라워야 하는지..높은 평점...,1,25,6,2017-01-03 20:09:00,0
